level,error_category,events_count,users_count
продвинутый,Executing action CSharp OwnCode: zaytatanie czy mamy jeszcze cos do sprawdzenia.id: <id> action group id: <id> [Row: 18; Column: 1] Brak zad,10,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Что то пошло не так! | System.Exception: Что то пошло не так!,10,1
продвинутый,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 0] Не смог выбрать фото из,10,1
продвинутый,Executing the Get ZennoBrowser profiles action id: <id> action group id: <id> ZennoBrowser not installed | System.Exception: ZennoBrowser no,9,1
продвинутый,Подпроект 48 Менеджер ЯК Для общего шаблона. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: D:\ZP\02 На з,9,1
продвинутый,Выполнение действия LaunchProgram id: <id> группы действий id: <id> Не удается найти указанный файл | System.ComponentModel.Win32Exception (,9,1
продвинутый,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Не найдены cookies для загрузки. | System.Exception: Не найдены coo,8,2
продвинутый,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Идентификатор профиля ZennoBrowser пустой | ZennoLab.Ze,8,2
продвинутый,运行列表 动作id<id> 动作组id<id> 处理列表失败,8,1
продвинутый,Выполнение действия Emulation id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная стро,7,3
продвинутый,从表格中获取行 动作id<id> 动作组id<id> 行数在表格中不存在,7,1
продвинутый,Выполнение действия Http id: <id> группы действий id: <id> Превышен таймаут ResourceDownloader.GetResult. | System.Exception: Превышен тайма,6,3
продвинутый,Running the WebBrowserSettings action id: <id> action group id: <id> Object reference not set to an instance of an object,6,2
продвинутый,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\gorch\OneDrive\Рабочий стол\ван вин\пиас",6,1
продвинутый,运行TextProcessing 动作id<id> 动作组id<id> 处理文本不能为空,6,1
продвинутый,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина Cap.Guru.27.6_all Ошибка в действии: <id>,6,1
продвинутый,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат,5,3
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.ThreadAbortE,5,3
продвинутый,Running the logical IF-statement action id: <id> action group id: <id> Result: false,5,2
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 14; Cтолбец: 0] Случайное падение (20%) | System.Exception: С,5,1
продвинутый,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\Andre\Documents\""",5,1
продвинутый,Выполнение действия ParsePage id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Инде,5,1
продвинутый,"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Error reading JToken from JsonReader. Path '', line 0, position 0. | Sy",4,2
продвинутый,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\ооолод\Downloads\Telegram Desktop\профил",4,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> No such variable: info | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such variable: in,4,1
продвинутый,Выполнение программы C:\Users\ilya.krabik\anaconda3\envs\pytools_envs\python.exe действия id: <id> группы действий id: <id> Результат: 1,4,1
продвинутый,Выполнение действия Emulation id: <id> группы действий id: <id> Выполнение прервано | System.Exception: Выполнение прервано,3,3
продвинутый,Выполнение действия Profile id: <id> группы действий id: <id> Не удалось найти подходящий профиль. | System.Data.ObjectNotFoundException: Не,3,3
продвинутый,Выполнение действия List id: <id> группы действий id: <id> Ошибка при обработке списка,3,3
продвинутый,Выполнение логического оператора Switch действия id: <id> группы действий id: <id> Результат: Нет подходящего значения,3,2
продвинутый,Executing the Start ZennoBrowser instance action id: <id> action group id: <id> ZennoBrowser product is not installed | ZennoLab.ZennoPoster,3,1
продвинутый,"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Unexpected character encountered while parsing value: (. Path '', line ",3,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://vk.ru/club236207849/settings/requests, Regex: По",3,1
продвинутый,Выполнение действия CSharp OwnCode: ПРОВЕРКА НА УСПЕШНОСТЬ РЕГИСТРАЦИИ. id: <id> группы действий id: <id> Поток находился в процессе прерыва,3,1
продвинутый,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://ipinfo.io/json, Regex: What's your car's make?",3,1
продвинутый,Выполнение действия CSharp OwnCode: Get email. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.T,3,1
продвинутый,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Ошибка обращения к Instance.ClearCookie | System.Exception: Ошибка ,3,1
продвинутый,Выполнение действия Db id: <id> группы действий id: <id> You have an error in your SQL syntax; check the manual that corresponds to your MyS,3,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Table 'zzbd330.ka_260222_dxz_000200' doesn't exist | MySql.Data.MySqlClient.MySqlException (0x80004005): Table ,3,1
продвинутый,Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | System.FormatException: Input string was not ,3,1
продвинутый,Выполнение действия ImageProcessing id: <id> группы действий id: <id> Ошибка при получении изображения,2,2
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Поток находился в процессе прерывания,2,2
продвинутый,работа с email не найдено письмо,2,2
продвинутый,Выполнение действия Table id: <id> группы действий id: <id> Ошибка при обработке таблицы,2,2
продвинутый,Взятие строки из таблицы действия id: <id> группы действий id: <id> Ошибка при обработке таблицы,2,2
продвинутый,Выполнение действия Logic id: <id> группы действий id: <id> No such variable: attempts_count4 | ZennoLab.TemplateManipulator.V4.Helpers.Inva,2,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://otzovik.com/profile/%D0%A0%D0%B8%D0%BD%D0%B0712,",2,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 8; Cтолбец: 0] Ответ сервера не содержит HTTP/1.1 <n> OK | Sy,2,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_yandex_custom_size | ZennoLab.TemplateManipula,2,1
продвинутый,"Выполнение действия ToTable Json/Xml id: <id> группы действий id: <id> No such name: {""result""",2,1
продвинутый,Executing the Stop instance action id: <id> action group id: <id> Error accessing Instance.PrepareInstance | System.Exception: Error accessi,2,1
продвинутый,"Executing action Parse Json/Xml id: <id> action group id: <id> Error reading JToken from JsonReader. Path '', line 0, position 0. | System.E",2,1
продвинутый,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: undefined,2,1
продвинутый,执行动作C#自定义代码: FilterState2.id: <id> 动作组 id: <id> [行: 6; 列: 0] invalid state | System.Exception: invalid state,2,1
продвинутый,Perform the JavaScript OwnCode action id: <id> action group id: <id> EvaluateScriptAsync: Uncaught SyntaxError: Unexpected token ':' | Syste,2,1
продвинутый,Parsing the page action id: <id> action group id: <id> No elements matching the specified parameters,2,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://x.com/RoundtableSpace/status/<n>?s=20, Regex: \{",2,1
продвинутый,Выполнение действия Получить список профилей ZennoBrowser id: <id> группы действий id: <id> Can't connect to ZennoBrowser | System.Exception,2,1
продвинутый,Выполнение действия Остановить инстанс id: <id> группы действий id: <id> Ошибка обращения к Instance.PrepareInstance | System.Exception: Оши,2,1
продвинутый,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.E,2,1
продвинутый,Выполнение действия Emulation id: <id> группы действий id: <id> Ошибка обращения к Instance.SendText | System.Exception: Ошибка обращения к ,2,1
продвинутый,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\Administrator\Desktop\zenno\orders\eugen",2,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'OID0' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'O,2,1
продвинутый,"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_Texas-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_Texas-s",2,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Table 'zzbd330.offersstate' doesn't exist | MySql.Data.MySqlClient.MySqlException (0x80004005): Table 'zzbd330.,2,1
продвинутый,"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_-session-6F3tqAbY-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_-session-6F3",2,1
продвинутый,"运行WebBrowserTabManagment 动作id<id> 动作组id<id> 在实例中标签2没有找到,实例50606:<n>.0.0.1 | System.Exception: 在实例中标签2没有找到,实例50606:<n>.0.0.1",2,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: Thank\s+yo",2,1
продвинутый,Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\\scripts\replace_images_key.bat действия id: <id> группы действий,2,1
продвинутый,Выполнение программы C:\Users\ilya.krabik\Python313\python.exe действия id: <id> группы действий id: <id> Результат: 1,2,1
продвинутый,Выполнение программы C:\Users\ilya.krabik\anaconda3\envs\pytools_envs\python.exe действия id: <id> группы действий id: <id> Результат: -1,2,1
продвинутый,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.T,2,1
продвинутый,执行触摸操作id:<id>操作组id:<id> 使用搜索设置找不到HTML元素或选项卡,2,1
продвинутый,"执行解析Json/Xml动作 id: <id> 动作分组ID: <id> Unexpected character encountered while parsing value: ﻿. Path '', line 0, position 0. | System.Exceptio",2,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Thread was being aborted,1,1
продвинутый,Выполнение действия Emulation id: <id> группы действий id: <id> Ошибка при обработке,1,1
продвинутый,Выполнение действия CSharp OwnCode: Рандомный клик по любому отзыву на странице. id: <id> группы действий id: <id> [Строка: 15; Cтолбец: 0] ,1,1
продвинутый,Выполнение действия CSharp OwnCode: Парсим отзывы и объекты. id: <id> группы действий id: <id> [Строка: 11; Cтолбец: 0] ❌ Не найдено ни одно,1,1
продвинутый,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Вложенный проект по пути C:\work\google\sing_in 0.01.zp не найден,1,1
продвинутый,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""D:\Work\ZennoPoster\Instagram\/profile/collinseee",1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: apiResponse | ZennoLab.TemplateManipulator.V4.Helper,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_size_check | ZennoLab.TemplateMa,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_size | ZennoLab.TemplateManipula,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_sitecheck | ZennoLab.TemplateMan,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> В GDI+ возникла ошибка общего вида. | System.Runtime.InteropServices.E,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_yandex_custom_size_check | ZennoLab.TemplateMa,1,1
продвинутый,Выполнение действия Directory id: <id> группы действий id: <id> Ошибка при работе с директорией,1,1
продвинутый,Выполнение действия ToTable Json/Xml id: <id> группы действий id: <id> Column name must be made from valid letters of English alphabet,1,1
продвинутый,Выполнение действия Table id: <id> группы действий id: <id> No such variable: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: links | ZennoLab.TemplateManipulator.V4.Helpers.Inva,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: new_link | ZennoLab.TemplateManipulator.V4.Helpers.I,1,1
продвинутый,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку 2 в инстансе. Инстанс <n>:<n>.0.0.1 | System.,1,1
продвинутый,Выполнение действия List id: <id> группы действий id: <id> No such variable: torrent_id | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVar,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such list: ListResult | ZennoLab.TemplateManipulator.V4.Helpers.Inv,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: path | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
продвинутый,Выполнение действия CSharp OwnCode: ок. id: <id> группы действий id: <id> [Строка: 32; Cтолбец: 0] Кнопка OK не появилась за 3 секунды | Sys,1,1
продвинутый,Running the WebBrowserTab action id: <id> action group id: <id> Error accessing Instance.ActiveTab | System.Exception: Error accessing Insta,1,1
продвинутый,Выполнение действия CSharp OwnCode: PRO Video + Text SEND (gemini). id: <id> группы действий id: <id> [Строка: 32; Cтолбец: 0] Поле чата не ,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: emag_url | ZennoLab.TemplateManipulator.V4.Helpers.I,1,1
продвинутый,Выполнение действия CSharp OwnCode: Если не найден. id: <id> группы действий id: <id> [Строка: 1; Cтолбец: 0] Отзыв не найден | System.Excep,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 6; Cтолбец: 0] Секретный ключ (itog) пуст! | System.Exception,1,1
продвинутый,Выполнение действия File id: <id> группы действий id: <id> Ошибка при работе с файлом,1,1
продвинутый,Executing the Start ZennoBrowser instance action id: <id> action group id: <id> Error launching ZennoBrowser profile (<id>): Can't connect t,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 17; Cтолбец: 0] Кнопка для контакта <n> не найдена на страниц,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 27; Cтолбец: 0] Не удалось найти даже родительский div для ID,1,1
продвинутый,Выполнение действия Db id: <id> группы действий id: <id> Fatal error encountered during command execution. | MySql.Data.MySqlClient.MySqlExc,1,1
продвинутый,Выполнение действия Db id: <id> группы действий id: <id> Table 'clientasay_vk.my_table' doesn't exist | MySql.Data.MySqlClient.MySqlExceptio,1,1
продвинутый,Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> PublicAPIHost is not available from RemoteAgent | System.,1,1
продвинутый,Подпроект Капча классик. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Dropbox\Xterium\Капча классик.,1,1
продвинутый,"Выполнение действия TextProcessing id: <id> группы действий id: <id> выполняется разбор ""\Микрофинансовая.*?"" - Нераспознанная esc-последова",1,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://m.fotostrana.ru/unifeed/rating/?service=chat&dat",1,1
продвинутый,Выполнение действия CSharp OwnCode: Разделение текстовых данных на переменные с использованием разделителя и нормализацией символов новой ст,1,1
продвинутый,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка запуска профиля ZennoBrowser (<id>): Can't conne,1,1
продвинутый,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка обращения к Instance.PrepareInstance | System.Ex,1,1
продвинутый,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Удаленный сервер возвратил ошибку: (<n>) Не найден. | System.Net.WebEx,1,1
продвинутый,Выполнение действия TextProcessing id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariable,1,1
продвинутый,Executing action CSharp OwnCode: zaytatania do bazy.id: <id> action group id: <id> Thread was being aborted,1,1
продвинутый,Extension installer not found,1,1
продвинутый,Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Вход,1,1
продвинутый,Выполнение действия CSharp OwnCode: load main page. id: <id> группы действий id: <id> No such variable: session_id | ZennoLab.TemplateManipu,1,1
продвинутый,Выполнение действия CSharp OwnCode: get signup_hash. id: <id> группы действий id: <id> Значение StartIndex не может быть меньше нуля,1,1
продвинутый,Выполнение действия Profile id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка,1,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://wise.com/cards/types, Regex: Postcode",1,1
продвинутый,Подпроект Общий шаблон. Выполнение действия ProjectInProject id: <id> группы действий id: <id> подпроект path: D:\ZP\02 На заказ\Регистрация,1,1
продвинутый,"Выполнение действия Emulation id: <id> группы действий id: <id> Имитация просмотра страницы не поддерживается в Firefox52x64. Пожалуйста, ис",1,1
продвинутый,Выполнение действия Table id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс н,1,1
продвинутый,Выполнение действия List id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException:,1,1
продвинутый,Выполнение действия VariableOperations id: <id> группы действий id: <id> Значение для увеличения не может быть приведено к числовому | Syste,1,1
продвинутый,Выполнение действия Db id: <id> группы действий id: <id> Incorrect date value: '' for column 'datePublic' at row 1 | MySql.Data.MySqlClient.,1,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'ID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'ID',1,1
продвинутый,执行动作C#自定义代码: Join Today.id: <id> 动作组 id: <id> Server Error (ExecuteJS): TypeError: Cannot read properties of null (reading 'click'),1,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'CCID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'C,1,1
продвинутый,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'info' in 'field list' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'inf,1,1
продвинутый,执行动作C#自定义代码: 检查元素.id: <id> 动作组 id: <id> Server Error (ElementIsExists): element not exists | System.Exception: Server Error (ElementIsExists,1,1
продвинутый,"执行动作C#自定义代码: 按名称激活Aarp.id: <id> 动作组 id: <id> Server Error (ActivatePageByName): Page by name: ""aarp"" is not found | System.Exception: Server",1,1
продвинутый,执行动作C#自定义代码: 连接到浏览器.id: <id> 动作组 id: <id> 'ZennoLab.JXParser.JsonDynamic' does not contain a definition for 'data' | Microsoft.CSharp.Runtim,1,1
продвинутый,"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1",1,1
продвинутый,Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Incorrect extension parsing type! | System.InvalidOperationExcept,1,1
продвинутый,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,1,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: 73",1,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: fgfgfg",1,1
продвинутый,Access denied,1,1
продвинутый,Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\scripts\replace_images_key.bat действия id: <id> группы действий ,1,1
продвинутый,"Выполнение действия Получить список профилей ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unauthenticated"", Detail=""Bad",1,1
продвинутый,Выполнение действия CSharp OwnCode: Загрузим на сервер. id: <id> группы действий id: <id> [Строка: 9; Cтолбец: 0] Файл не найден: Скриншоты\,1,1
продвинутый,Подпроект humanEmulation. Выполнение действия Emulation id: <id> группы действий id: <id> подпроект path: C:\soft\ZennoPoster\Accounts\human,1,1
продвинутый,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://yandex.ru/search/?text=1win+вакансии&clid=<n>&lr",1,1
продвинутый,Выполнение действия TextProcessing id: <id> группы действий id: <id> Ошибка при обработке текста,1,1
продвинутый,Выполнение действия Random id: <id> группы действий id: <id> No such variable: t | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableEx,1,1
продвинутый,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 0] Не нашел аватар | Syste,1,1
продвинутый,Выполнение действия CSharp OwnCode: Восстановление из БЕКАПА. id: <id> группы действий id: <id> [Строка: 19; Cтолбец: 0] ❌ Бэкап не найден: ,1,1
продвинутый,Выполнение действия CSharp OwnCode: Skip. id: <id> группы действий id: <id> [Строка: 82; Cтолбец: 4] Ошибка клика по Skip | System.Exception,1,1
продвинутый,Выполнение действия TextProcessing id: <id> группы действий id: <id> No such variable: https:\/\/account | ZennoLab.TemplateManipulator.V4.H,1,1
продвинутый,运行列表 动作id<id> 动作组id<id> 列表为空 | System.Exception: 列表为空,1,1
продвинутый,执行动作C#自定义代码.id: <id> 动作组 id: <id> Thread was being aborted. | System.Threading.ThreadAbortException: Thread was being aborted,1,1
профессионал,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",456,20
профессионал,运行HTMLElement 动作id<id> 动作组id<id> 根据搜索条件未找到HTML元素,105,3
профессионал,Running HtmlElement action id: <id> action group id: <id> An HTML element matching the search criteria hasn't been found,83,3
профессионал,Argument error,36,5
профессионал,Выполнение логического оператора Switch действия id: <id> группы действий id: <id> Результат: Нет подходящего значения,28,4
профессионал,Выполнение действия List id: <id> группы действий id: <id> Список пуст | System.Exception: Список пуст,27,10
профессионал,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,26,10
профессионал,Proxy issue,26,8
профессионал,Выполнение действия File id: <id> группы действий id: <id> Ошибка при работе с файлом,22,6
профессионал,Null reference,21,9
профессионал,Выполнение действия Emulation id: <id> группы действий id: <id> Выполнение прервано | System.Exception: Выполнение прервано,21,5
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: mexc_ask_fixed,20,1
профессионал,Взятие строки из таблицы действия id: <id> группы действий id: <id> Строки с номером не существует в таблице,18,3
профессионал,Server 500,17,7
профессионал,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина Cap.Guru.26.7_all Ошибка в действии: <id>,17,1
профессионал,Rate limit,16,6
профессионал,Running the logical IF-statement action id: <id> action group id: <id> Result: false,16,1
профессионал,Выполнение действия Emulation id: <id> группы действий id: <id> Ошибка при обработке,15,4
профессионал,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Ошибка при обработке,14,5
профессионал,Timeout,13,4
профессионал,Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | System.FormatException: Входная строка имела ,12,5
профессионал,Подпроект readability. Выполнение действия CSharp OwnCode: check required vars. id: <id> группы действий id: <id> подпроект path: C:\Users\А,12,1
профессионал,"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Error reading JToken from JsonReader. Path '', line 0, position 0. | Sy",11,2
профессионал,"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Unexpected character encountered while parsing value: H. Path '', line ",9,1
профессионал,Captcha/anti-bot,8,3
профессионал,Выполнение действия WebBrowserTab id: <id> группы действий id: <id> Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращен,8,3
профессионал,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,8,3
профессионал,Running the logical IF-statement action id: <id> action group id: <id> Result,8,2
профессионал,Running the Table action id: <id> action group id: <id> Failed to process the table,8,1
профессионал,Running the Table action id: <id> action group id: <id> Input string was not in a correct format. | System.FormatException: Input string was,8,1
профессионал,Выполнение действия Table id: <id> группы действий id: <id> Ошибка при обработке таблицы,7,4
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> EvaluateScriptAsync: Uncaught SyntaxError: Invalid or unexpected to,7,2
профессионал,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка запуска профиля ZennoBrowser (<id>): Status(Stat,7,2
профессионал,Проверка существования файла {-Project.task_path-} действия id: <id> группы действий id: <id> Результат: файл не существует,7,1
