level,error_category,events_count,users_count
профессионал,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: ошибка синтаксиса (примерное положение: "","")",7,1
профессионал,运行TextProcessing 动作id<id> 动作组id<id> No such list,7,1
профессионал,Подпроект readability_example. Выполнение действия CSharp OwnCode: Exc. id: <id> группы действий id: <id> подпроект path: C:\Users\Администр,7,1
профессионал,Выполнение действия Directory id: <id> группы действий id: <id> Ошибка при работе с директорией,6,3
профессионал,"Выполнение действия ToTable Json/Xml id: <id> группы действий id: <id> Column name must be one-, two- or three-letter name from A to XFD",6,1
профессионал,Run List action id: <id> action group id: <id> The desired item is not in the list | System.Exception: The desired item is not in the list,6,1
профессионал,Выполнение действия Table id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс н,6,1
профессионал,Выполнение действия CSharp OwnCode: Get Code. id: <id> группы действий id: <id> [Строка: 93; Cтолбец: 4] Таймаут 65с ожидания СМС для <n> | ,5,1
профессионал,Running the VariableOperations action id: <id> action group id: <id> Variable is not a number | System.FormatException: Input string was not,5,1
профессионал,Running the switch logic statement action id: <id> action group id: <id> Result: No matching values,5,1
профессионал,解析该页面动作id: <id> 动作组id: <id> 没有元素匹配所定义的参数,5,1
профессионал,Server unavailable,4,2
профессионал,运行IF-statmen逻辑 动作id<id> 动作组id<id> 结果：false,4,2
профессионал,Выполнение действия List id: <id> группы действий id: <id> Ошибка при обработке списка,4,2
профессионал,Выполнение действия Logic id: <id> группы действий id: <id> No such variable: email_login | ZennoLab.TemplateManipulator.V4.Helpers.InvalidV,4,1
профессионал,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина ApprooveMM Ошибка в действии: <id>,4,1
профессионал,运行人物信息 动作id<id> 动作组id<id> 未发现匹配的配置文件 | System.Data.ObjectNotFoundException: 未发现匹配的配置文件,4,1
профессионал,执行项目中的动作id:<id> 动作组id<id> 从指定路径中为发现嵌套项目C:\Users\Administrator\Desktop\zp\auto\,4,1
профессионал,运行TextProcessing 动作id<id> 动作组id<id> 处理文本不能为空,4,1
профессионал,Выполнение действия CSharp OwnCode: API: Заливка header. id: <id> группы действий id: <id> [Строка: 67; Cтолбец: 4] Header upload: Удаленный,4,1
профессионал,Выполнение действия VariableOperations id: <id> группы действий id: <id> No such variable: images | ZennoLab.TemplateManipulator.V4.Helpers.,4,1
профессионал,Подпроект newAccs. Выполнение действия Table id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Нова пап,4,1
профессионал,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат,3,2
профессионал,Выполнение действия HtmlElement id: <id> группы действий id: <id> Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращения,3,2
профессионал,Выполнение действия HtmlElement id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Ин,3,2
профессионал,Perform the JavaScript OwnCode action id: <id> action group id: <id> CdpDocument.EvaluateScript failed | System.Exception: CdpDocument.Evalu,3,1
профессионал,Подпроект Сериалы - создание заданий на анимирование. Выполнение действия ProjectInProject id: <id> группы действий id: <id> подпроект path:,3,1
профессионал,Подпроект Сериалы - создание заданий на анимирование. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпрое,3,1
профессионал,Выполнение действия Db id: <id> группы действий id: <id> ERROR [22P02] ОШИБКА: неверный синтаксис для типа json,3,1
профессионал,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Идентификатор профиля ZennoBrowser пустой | ZennoLab.Ze,3,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: entry_price_fixed,3,1
профессионал,执行动作C#自定义代码.id: <id> 动作组 id: <id> startIndex cannot be larger than length of string,3,1
профессионал,运行TextProcessing 动作id<id> 动作组id<id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such list: ---> Sys,3,1
профессионал,Running the WebBrowserSettings action id: <id> action group id: <id> Object reference not set to an instance of an object,3,1
профессионал,Subproject aircheck_latest_001. Running HtmlElement action id: <id> action group id: <id> subproject path: C:\Users\jack\Desktop\aircheck_la,3,1
профессионал,Running the Profile action id: <id> action group id: <id> Could not find matching profile. | System.Data.ObjectNotFoundException: Could not ,3,1
профессионал,Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Но,3,1
профессионал,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Идентификатор профиля ZennoBrowser пустой | ZennoLab.ZennoPoster.Co,3,1
профессионал,Выполнение действия Profile id: <id> группы действий id: <id> Ошибка при работе с профилем: Загружаемый профиль (Chrome) не соответствует те,3,1
профессионал,Выполнение действия распознавания капчи id: <id> группы действий id: <id> Некорректная капча | System.Exception: Некорректная капча,3,1
профессионал,Выполнение действия List id: <id> группы действий id: <id> Искомый элемент отсутствует в списке | System.Exception: Искомый элемент отсутств,2,2
профессионал,Выполнение действия Http id: <id> группы действий id: <id> Ошибка запроса,2,2
профессионал,Perform the Touch action id: <id> action group id: <id> Please use CEF (Chrome) or Chromium engine for Touch component! | System.Exception: ,2,1
профессионал,Taking line from the table action id: <id> action group id: <id> Line No. does not exist in the table,2,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> EvaluateScriptAsync: Uncaught SyntaxError: Unexpected token,2,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> EvaluateScriptAsync: Uncaught ReferenceError: html is not defined |,2,1
профессионал,Выполнение действия CSharp OwnCode: Get Code. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 4] Пустой activation_id. Сначала зака,2,1
профессионал,Выполнение действия CSharp OwnCode: выбор страны + get phone. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 4] Пустые входные дан,2,1
профессионал,Выполнение действия CSharp OwnCode: Get Code. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 4] Активация была отменена (STATUS_CA,2,1
профессионал,Выполнение действия CSharp OwnCode: выбор страны + get phone. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | Sys,2,1
профессионал,"Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error""",2,1
профессионал,Running the VariableOperations action id: <id> action group id: <id> Value for increasing the counter could not be converted to a number | S,2,1
профессионал,Подпроект Сериалы - создание заданий на анимирование. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\OpenClou,2,1
профессионал,Подпроект GROK - генерация видео. Выполнение действия ProjectInProject id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtub,2,1
профессионал,Подпроект Сериалы - создание заданий на анимирование. Выполнение действия File id: <id> группы действий id: <id> подпроект path: C:\OpenClou,2,1
профессионал,Подпроект _grok - работа с чатом. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\OpenClou,2,1
профессионал,运行WebBrowserSettings 动作id<id> 动作组id<id> 访问实例错误.SetGeoposition | System.Exception: 访问实例错误.SetGeoposition,2,1
профессионал,Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: повторяющееся значение ключа нарушает ограничение уникальности ,2,1
профессионал,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: новая строка в отношении ""cell_coverages"" нарушает ограничение-",2,1
профессионал,Выполнение действия Table id: <id> группы действий id: <id> No such spreadsheet: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableEx,2,1
профессионал,执行项目中的动作id:<id> 动作组id<id> 插件位置：C:\Users\Administrator\Documents\ZennoLab\Plugins\Local\插件_plugin.zpg 未找到 | System.IO.FileLoadException: 插件位置,2,1
профессионал,执行插件动作 id: <id> 分组id: <id> 处理插件失败浏览器设置操作错误：<id>,2,1
профессионал,运行列表 动作id<id> 动作组id<id> 处理列表失败,2,1
профессионал,Выполнение действия CSharp OwnCode: API: Проверка наличие компонентов. id: <id> группы действий id: <id> [Строка: 74; Cтолбец: 4] Ошибка: Si,2,1
профессионал,Выполнение действия CSharp OwnCode: POST к Claude API. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thr,2,1
профессионал,Выполнение действия CSharp OwnCode: Извлечение. id: <id> группы действий id: <id> No such variable: css | ZennoLab.TemplateManipulator.V4.He,2,1
профессионал,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.ThreadAbortE,2,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\a",2,1
профессионал,Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Users\Администрато,2,1
профессионал,Выполнение действия Directory id: <id> группы действий id: <id> Данный формат пути не поддерживается. | System.NotSupportedException: Данный,2,1
профессионал,Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Please use CEF (Chrome) or Chromium engine for Touch component! | Sy,2,1
профессионал,Выполнение действия Table id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка и,2,1
профессионал,Выполнение действия VariableOperations id: <id> группы действий id: <id> Ошибка при работе с переменными,2,1
профессионал,"Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> Открывающий тег ""link"" в позиции 2 строки 21 не соответствует закрывающ",1,1
профессионал,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://potok.tattelecom.ru/service/orders, Regex: Управ",1,1
профессионал,Выполнение действия CSharp OwnCode: выбор страны + get phone. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 4] Критическая ошибка,1,1
профессионал,Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thread,1,1
профессионал,Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 43; Cтолбец: 0] Время ожидания истекло. | Sys,1,1
профессионал,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка запуска профиля ZennoBrowser (<id>): Can't conne,1,1
профессионал,"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error"",""value"":""id""} |",1,1
профессионал,Running the WebBrowserTab action id: <id> action group id: <id> Error accessing Instance.ActiveTab | System.Exception: Error accessing Insta,1,1
профессионал,Running the WebBrowserSettings action id: <id> action group id: <id> Input string was not in a correct format. | System.FormatException: Inp,1,1
профессионал,Running the WebBrowserSettings action id: <id> action group id: <id> Value was either too large or too small for an Int32. | System.Overflow,1,1
профессионал,Executing action CSharp OwnCode.id: <id> action group id: <id> No such table: Table1 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariab,1,1
профессионал,работа с email не найдено письмо,1,1
профессионал,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку Почта в инстансе. Инстанс <n>:<n>.0.0.1 | Sys,1,1
профессионал,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.upgrade.com/funnel/pcl/pi1?utm_content=rcwb2",1,1
профессионал,Выполнение действия Profile id: <id> группы действий id: <id> Не удалось найти подходящий профиль. | System.Data.ObjectNotFoundException: Не,1,1
профессионал,Выполнение действия CSharp OwnCode: сравниваем с кривыми штатами. id: <id> группы действий id: <id> [Строка: 83; Cтолбец: 11] Попытка делени,1,1
профессионал,Подпроект _grok - работа с чатом. Выполнение действия CSharp OwnCode: Ctrl + V. id: <id> группы действий id: <id> подпроект path: C:\OpenClo,1,1
профессионал,Подпроект _grok - работа с чатом. Выполнение действия WebBrowserTab id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\_,1,1
профессионал,Подпроект _grok - регистрация. Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\,1,1
профессионал,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Вложенный проект по пути C:\projects\zenno\youtube\_grok - регистраци,1,1
профессионал,Подпроект GROK - генерация видео - деление заданий на микрозадания. Выполнение действия Directory id: <id> группы действий id: <id> подпроек,1,1
профессионал,Подпроект _grok - регистрация. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\_zenno,1,1
профессионал,Выполнение действия Db id: <id> группы действий id: <id> ERROR [IM002] [Microsoft][Диспетчер драйверов ODBC] Источник данных не найден и не ,1,1
профессионал,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: ошибка синтаксиса (примерное положение: ""["")",1,1
профессионал,Выполнение действия CSharp OwnCode: Конвертация даты take_last_seen_at. id: <id> группы действий id: <id> Входная строка имела неверный форм,1,1
профессионал,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: INSERT содержит больше выражений, чем целевых столбцов",1,1
профессионал,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://sketchfab.com/3d-models/apple-watch--series-10-c",1,1
профессионал,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку 1 в инстансе. Инстанс <n>:<n>.0.0.1 | System.,1,1
профессионал,Выполнение действия List id: <id> группы действий id: <id> Invalid format of the collection numbers. ElementsInCollection: <n>. Path: 0-<n> ,1,1
профессионал,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина BluebuttonMM Ошибка в действии: <id>,1,1
профессионал,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина SelectnetworkMM Ошибка в действии: <id>,1,1
профессионал,Executing action WebBrowserExtensions id: <id> of action group id: <id> Error accessing Instance.ActivateExtension | System.Exception: Error,1,1
профессионал,Run List action id: <id> action group id: <id> List is empty | System.Exception: List is empty,1,1
профессионал,Running the TextProcessing action id: <id> action group id: <id> Failed to process text,1,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: entry_price_fixed | System.InvalidOperationExcept,1,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: mexc_ask_fixed | System.InvalidOperationException,1,1
профессионал,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: entry_price_fixed | ZennoLab.TemplateManipulator.V4.,1,1
профессионал,Выполнение действия Logic id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка и,1,1
профессионал,Выполнение действия ToTable Json/Xml id: <id> группы действий id: <id> Column name must be made from valid letters of English alphabet,1,1
профессионал,Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> No such variable: responseJSON | ZennoLab.TemplateManipulator.V4.Helper,1,1
профессионал,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Ошибка проверки совместимости профиль-папки: Профиль-папка несовмес,1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\/profiles.zppprof",1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\\profiles.zppprof",1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zppprofi",1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zpprofil",1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles\user1""",1,1
профессионал,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Браузер не может быть запущен в указанной папке ( C:/Users/askeroff,1,1
профессионал,Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: myVariable | System.InvalidOperationException: По,1,1
профессионал,Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
профессионал,"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Не удалось найти часть пути ""C:\Users\Administrator\Desktop\ZennoPoste",1,1
профессионал,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such list: Profile_all | ZennoLab.TemplateManipulator.V4.Helpers.In,1,1
профессионал,Not found,1,1
профессионал,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tipmeglobalservices.com/topup/, Regex: https://tipmegloba",1,1
профессионал,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://checkout-v2.paymongo.com/a7ac5aba63268dd37161c2ef, Regex:",1,1
профессионал,执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> Thread was being aborted,1,1
профессионал,执行项目中的动作id:<id> 动作组id<id> 无法处理,1,1
профессионал,执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> The given key was not present in the dictionary. | System.Collections.Generic.KeyNotFoundException: ,1,1
профессионал,运行列表 动作id<id> 动作组id<id> 列表为空 | System.Exception: 列表为空,1,1
профессионал,运行文件 动作id<id> 动作组id<id> 无法处理文件,1,1
профессионал,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://www.sportybet.com/gh/m/my_accounts/deposit?activeTab=card",1,1
профессионал,"运行人物信息 动作id<id> 动作组id<id> 文件不存在于路径""C:\Users\Administrator\Desktop\zp\auto\""",1,1
профессионал,运行WebBrowserSettings 动作id<id> 动作组id<id> 无效的格式 | System.Exception: 无效的格式,1,1
профессионал,子项目 sakeng支付. 运行HTMLElement 动作id<id> 动作组id<id> 子项目 path: C:\Users\Administrator\Desktop\zp\auto\sakeng支付.zp 根据搜索条件未找到HTML元素,1,1
профессионал,执行动作C#自定义代码.id: <id> 动作组 id: <id> No such variable: cardpath | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such var,1,1
профессионал,执行动作C#自定义代码.id: <id> 动作组 id: <id> Thread was being aborted. | System.Threading.ThreadAbortException: Thread was being aborted,1,1
профессионал,运行TextProcessing 动作id<id> 动作组id<id> 处理文本失败,1,1
профессионал,运行TextProcessing 动作id<id> 动作组id<id> Index was outside the bounds of the array. | System.IndexOutOfRangeException: Index was outside the boun,1,1
профессионал,Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
профессионал,Выполнение действия CSharp OwnCode: Проверка наличия изображений. id: <id> группы действий id: <id> [Строка: 65; Cтолбец: 4] Images: Пустые ,1,1
профессионал,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 66; Cтолбец: 4] CSS upload: Удаленный сервер возвратил ошибку,1,1
профессионал,Выполнение действия CSharp OwnCode: Генерация баннера игр. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
профессионал,Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Th,1,1
профессионал,Выполнение действия CSharp OwnCode: API: Заливка header. id: <id> группы действий id: <id> [Строка: 67; Cтолбец: 4] Header upload: Базовое с,1,1
профессионал,Выполнение действия CSharp OwnCode: Отправка токенов в панель. id: <id> группы действий id: <id> No such variable: ai_log_status | ZennoLab.,1,1
профессионал,Выполнение действия CSharp OwnCode: POST к Claude API. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
профессионал,Выполнение действия VariableOperations id: <id> группы действий id: <id> No such variable: url_sub | ZennoLab.TemplateManipulator.V4.Helpers,1,1
профессионал,File not found,1,1
профессионал,Выполнение действия List id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException:,1,1
профессионал,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Некорректный формат. | System.Exception: Некорректный формат,1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\OOO\Desktop\zen1\Test\FB\FB_CommunityVov",1,1
профессионал,Выполнение действия Swipe HtmlElement id: <id> группы действий id: <id> Please use CEF (Chrome) or Chromium engine for Touch component! | Sy,1,1
профессионал,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.tiktok.com/en/, Regex: Drag\s+the\s+slider\s",1,1
профессионал,Выполнение действия TextProcessing id: <id> группы действий id: <id> Обрабатываемый текст не может быть пустым,1,1
профессионал,Выполнение действия Остановить инстанс id: <id> группы действий id: <id> Ошибка обращения к Instance.PrepareInstance | System.Exception: Оши,1,1
профессионал,"Выполнение действия Удалить профили ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unknown"", Detail=""Exception was thrown",1,1
профессионал,"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Не удалось найти часть пути ""C:\MyVideos"". | System.IO.DirectoryNotFou",1,1
профессионал,Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Не указано Максимальное количество профилей на один прокс,1,1
профессионал,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Все профили указанной папки заняты | ZennoLab.ZennoPost,1,1
профессионал,Выполнение действия ParsePage id: <id> группы действий id: <id> Значение не может быть неопределенным,1,1
профессионал,Executing the ProjectInProject action id: <id> action group id: <id> Failed to process,1,1
профессионал,Executing the Start ZennoBrowser instance action id: <id> action group id: <id> Error launching ZennoBrowser profile (<id>): Can't connect t,1,1
профессионал,Executing action CSharp OwnCode.id: <id> action group id: <id> Value cannot be null,1,1
профессионал,Running the WebBrowserTabManagment action id: <id> action group id: <id> Tab popup is not found in instance. Instance <n>:<n>.0.0.1 | System,1,1
профессионал,Executing action WebBrowserExtensions id: <id> of action group id: <id> Extension are supported only in Chromium browser engine | System.Inv,1,1
профессионал,Подпроект gg. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий,1,1
профессионал,Подпроект newAccs. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Ро,1,1
профессионал,Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: G:\Інші комп’ютери\Мій ноутбук\Нова пап,1,1
профессионал,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Ошибка обращения к Instance.NewTab | System.Exception: Ошибка ,1,1
профессионал,Взятие строки из таблицы действия id: <id> группы действий id: <id> Ошибка при обработке таблицы,1,1
профессионал,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\z",1,1
профессионал,Выполнение действия Directory id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1
профессионал,Выполнение действия HtmlElement id: <id> группы действий id: <id> Перед Drop должен быть Drag | System.Exception: Перед Drop должен быть Dra,1,1
профессионал,Подпроект reg_yandex. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Zennoposte,1,1
профессионал,Подпроект readability_example. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Z,1,1
профессионал,Подпроект yandex_search_get_content. Парсинг страницы действия id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Docu,1,1
профессионал,Выполнение действия CSharp OwnCode: Exc. id: <id> группы действий id: <id> [Строка: 1; Cтолбец: 0] Кончились ссылки | System.Exception: Конч,1,1
профессионал,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://grok.com/imagine, Regex: Type\s+to\s+imagine",1,1
профессионал,Выполнение действия List id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс на,1,1
профессионал,Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeExcepti,1,1
профессионал,Выполнение действия TextProcessing id: <id> группы действий id: <id> Ошибка при обработке текста,1,1
профессионал,Выполнение действия Table id: <id> группы действий id: <id> No such variable: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1
