lite_or_pro,error_category,events_count,users_count
pro,Выполнение действия CSharp OwnCode: Рандомный клик по любому отзыву на странице. id: <id> группы действий id: <id> [Строка: 15; Cтолбец: 0] ,1,1
pro,Выполнение действия CSharp OwnCode: Парсим отзывы и объекты. id: <id> группы действий id: <id> [Строка: 11; Cтолбец: 0] ❌ Не найдено ни одно,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.upgrade.com/funnel/pcl/pi1?utm_content=rcwb2",1,1
pro,Выполнение действия CSharp OwnCode: сравниваем с кривыми штатами. id: <id> группы действий id: <id> [Строка: 83; Cтолбец: 11] Попытка делени,1,1
pro,Подпроект _grok - работа с чатом. Выполнение действия CSharp OwnCode: Ctrl + V. id: <id> группы действий id: <id> подпроект path: C:\OpenClo,1,1
pro,Подпроект _grok - работа с чатом. Выполнение действия WebBrowserTab id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\_,1,1
pro,Подпроект _grok - регистрация. Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\,1,1
pro,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Вложенный проект по пути C:\projects\zenno\youtube\_grok - регистраци,1,1
pro,Подпроект GROK - генерация видео - деление заданий на микрозадания. Выполнение действия Directory id: <id> группы действий id: <id> подпроек,1,1
pro,Подпроект _grok - регистрация. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\OpenCloud\Youtube\_zenno,1,1
pro,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Вложенный проект по пути C:\work\google\sing_in 0.01.zp не найден,1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://japantravel.navitime.com/zh-cn/booking/tourist-pass/osaka",1,1
pro,"Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> {""ExceptionJson"":[""{\u0022$type\u0022:\u0022ZennoLab.Plat",1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""D:\Work\ZennoPoster\Instagram\/profile/collinseee",1,1
pro,Выполнение действия Db id: <id> группы действий id: <id> ERROR [IM002] [Microsoft][Диспетчер драйверов ODBC] Источник данных не найден и не ,1,1
pro,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: ошибка синтаксиса (примерное положение: ""["")",1,1
pro,Выполнение действия CSharp OwnCode: Конвертация даты take_last_seen_at. id: <id> группы действий id: <id> Входная строка имела неверный форм,1,1
pro,"Выполнение действия Db id: <id> группы действий id: <id> ERROR [<n>] ОШИБКА: INSERT содержит больше выражений, чем целевых столбцов",1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: apiResponse | ZennoLab.TemplateManipulator.V4.Helper,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_size_check | ZennoLab.TemplateMa,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_size | ZennoLab.TemplateManipula,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_google_custom_sitecheck | ZennoLab.TemplateMan,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> В GDI+ возникла ошибка общего вида. | System.Runtime.InteropServices.E,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: input_yandex_custom_size_check | ZennoLab.TemplateMa,1,1
pro,Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Can't uninstall extension pabjfbciaedomjjfelfafejkppknjleh | Syst,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://sketchfab.com/3d-models/apple-watch--series-10-c",1,1
pro,"Выполнение действия CSharp OwnCode: Беру проксю, меняю айпи, загружаю профиль. id: <id> группы действий id: <id> Поток находился в процессе ",1,1
pro,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку 2 в инстансе. Инстанс <n>:<n>.0.0.1 | System.,1,1
pro,Выполнение действия List id: <id> группы действий id: <id> No such variable: torrent_id | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVar,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such list: ListResult | ZennoLab.TemplateManipulator.V4.Helpers.Inv,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: path | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
pro,Выполнение действия CSharp OwnCode: ок. id: <id> группы действий id: <id> [Строка: 32; Cтолбец: 0] Кнопка OK не появилась за 3 секунды | Sys,1,1
pro,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку 1 в инстансе. Инстанс <n>:<n>.0.0.1 | System.,1,1
pro,Выполнение действия List id: <id> группы действий id: <id> Invalid format of the collection numbers. ElementsInCollection: <n>. Path: 0-<n> ,1,1
pro,Выполнение программы C:\Zenno\OpenAi-TTS\ffmpeg.exe действия id: <id> группы действий id: <id> Результат: -<n>,1,1
pro,Running the WebBrowserTab action id: <id> action group id: <id> Error accessing Instance.ActiveTab | System.Exception: Error accessing Insta,1,1
pro,Выполнение действия CSharp OwnCode: PRO Video + Text SEND (gemini). id: <id> группы действий id: <id> [Строка: 32; Cтолбец: 0] Поле чата не ,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: emag_url | ZennoLab.TemplateManipulator.V4.Helpers.I,1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\Administrator\Desktop\зенка Парсер\\1""",1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\Administrator\Desktop\зенка Парсер\1""",1,1
pro,Выполнение действия CSharp OwnCode: Если не найден. id: <id> группы действий id: <id> [Строка: 1; Cтолбец: 0] Отзыв не найден | System.Excep,1,1
pro,Subproject FreedomBlueprint. Run Emulation action id: <id> action group id: <id> subproject path: C:\Users\gaabs\Documents\zennoPoster\refac,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 6; Cтолбец: 0] Секретный ключ (itog) пуст! | System.Exception,1,1
pro,Выполнение действия FTPFile id: <id> группы действий id: <id> Ошибка при работе с FTP,1,1
pro,Выполнение действия Emulation id: <id> группы действий id: <id> Ошибка обращения к Instance.SendText | System.Exception: Ошибка обращения к ,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 17; Cтолбец: 0] Кнопка для контакта <n> не найдена на страниц,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 27; Cтолбец: 0] Не удалось найти даже родительский div для ID,1,1
pro,Выполнение действия Db id: <id> группы действий id: <id> Fatal error encountered during command execution. | MySql.Data.MySqlClient.MySqlExc,1,1
pro,Выполнение действия Db id: <id> группы действий id: <id> Table 'clientasay_vk.my_table' doesn't exist | MySql.Data.MySqlClient.MySqlExceptio,1,1
pro,Подпроект 2_1_YT_load_ZP. Выполнение действия Directory id: <id> группы действий id: <id> подпроект path: D:\ZENNO\1_Youtube_Zennoposter\2_1,1,1
pro,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку popup в инстансе. Инстанс <n>:<n>.0.0.1 | Sys,1,1
pro,Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> PublicAPIHost is not available from RemoteAgent | System.,1,1
pro,Выполнение действия LaunchProgram id: <id> группы действий id: <id> Отказано в доступе | System.ComponentModel.Win32Exception (0x80004005): ,1,1
pro,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина BluebuttonMM Ошибка в действии: <id>,1,1
pro,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина SelectnetworkMM Ошибка в действии: <id>,1,1
pro,Подпроект Капча классик. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Dropbox\Xterium\Капча классик.,1,1
pro,Выполнение действия CSharp OwnCode: arbbridge. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.T,1,1
pro,Выполнение действия CSharp OwnCode: Auth.Metamask. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threadi,1,1
pro,"Выполнение действия TextProcessing id: <id> группы действий id: <id> выполняется разбор ""\Микрофинансовая.*?"" - Нераспознанная esc-последова",1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\MikeSor\Desktop\Zenno\Шаблоны\Fiverr\Mis",1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://m.fotostrana.ru/unifeed/rating/?service=chat&dat",1,1
pro,Выполнение действия CSharp OwnCode: Разделение текстовых данных на переменные с использованием разделителя и нормализацией символов новой ст,1,1
pro,Выполнение действия Directory id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Инде,1,1
pro,Выполнение действия Http id: <id> группы действий id: <id> No such variable: auth64 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariabl,1,1
pro,Executing action WebBrowserExtensions id: <id> of action group id: <id> Error accessing Instance.ActivateExtension | System.Exception: Error,1,1
pro,Running the TextProcessing action id: <id> action group id: <id> Failed to process text,1,1
pro,Выполнение действия ParsePage id: <id> группы действий id: <id> Invalid format of the collection numbers. ElementsInCollection: 16. Path: -1,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Удаленный сервер возвратил ошибку: (<n>) Не найден. | System.Net.WebEx,1,1
pro,Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
pro,"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Не удалось найти часть пути ""C:\Users\Administrator\Desktop\ZennoPoste",1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such list: Profile_all | ZennoLab.TemplateManipulator.V4.Helpers.In,1,1
pro,Not found,1,1
pro,Executing action CSharp OwnCode: zaytatania do bazy.id: <id> action group id: <id> Thread was being aborted,1,1
pro,Extension installer not found,1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tipmeglobalservices.com/topup/, Regex: https://tipmegloba",1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://checkout-v2.paymongo.com/a7ac5aba63268dd37161c2ef, Regex:",1,1
pro,执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> Thread was being aborted,1,1
pro,执行项目中的动作id:<id> 动作组id<id> 无法处理,1,1
pro,执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> The given key was not present in the dictionary. | System.Collections.Generic.KeyNotFoundException: ,1,1
pro,运行文件 动作id<id> 动作组id<id> 无法处理文件,1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://www.sportybet.com/gh/m/my_accounts/deposit?activeTab=card",1,1
pro,"运行人物信息 动作id<id> 动作组id<id> 文件不存在于路径""C:\Users\Administrator\Desktop\zp\auto\""",1,1
pro,运行WebBrowserSettings 动作id<id> 动作组id<id> 无效的格式 | System.Exception: 无效的格式,1,1
pro,子项目 sakeng支付. 运行HTMLElement 动作id<id> 动作组id<id> 子项目 path: C:\Users\Administrator\Desktop\zp\auto\sakeng支付.zp 根据搜索条件未找到HTML元素,1,1
pro,执行动作C#自定义代码.id: <id> 动作组 id: <id> No such variable: cardpath | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such var,1,1
pro,运行TextProcessing 动作id<id> 动作组id<id> 处理文本失败,1,1
pro,运行TextProcessing 动作id<id> 动作组id<id> Index was outside the bounds of the array. | System.IndexOutOfRangeException: Index was outside the boun,1,1
pro,Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
pro,Выполнение действия CSharp OwnCode: Проверка наличия изображений. id: <id> группы действий id: <id> [Строка: 65; Cтолбец: 4] Images: Пустые ,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 66; Cтолбец: 4] CSS upload: Удаленный сервер возвратил ошибку,1,1
pro,Выполнение действия CSharp OwnCode: Генерация баннера игр. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
pro,Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Th,1,1
pro,Выполнение действия CSharp OwnCode: API: Заливка header. id: <id> группы действий id: <id> [Строка: 67; Cтолбец: 4] Header upload: Базовое с,1,1
pro,Выполнение действия CSharp OwnCode: Отправка токенов в панель. id: <id> группы действий id: <id> No such variable: ai_log_status | ZennoLab.,1,1
pro,Выполнение действия CSharp OwnCode: POST к Claude API. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1
pro,Выполнение действия VariableOperations id: <id> группы действий id: <id> No such variable: url_sub | ZennoLab.TemplateManipulator.V4.Helpers,1,1
pro,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Некорректный формат. | System.Exception: Некорректный формат,1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\OOO\Desktop\zen1\Test\FB\FB_CommunityVov",1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://b.dom-edinstva.ru/crm/lead/details/<n>/, Regex: ",1,1
pro,Выполнение действия CSharp OwnCode: load main page. id: <id> группы действий id: <id> No such variable: session_id | ZennoLab.TemplateManipu,1,1
pro,Выполнение действия CSharp OwnCode: get signup_hash. id: <id> группы действий id: <id> Значение StartIndex не может быть меньше нуля,1,1
pro,"Выполнение действия CSharp OwnCode: KeyEvent(""down"",""press"",""""). id: <id> группы действий id: <id> Поток находился в процессе прерывания. | ",1,1
pro,Выполнение действия Profile id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://wise.com/cards/types, Regex: Postcode",1,1
pro,Подпроект Общий шаблон. Выполнение действия ProjectInProject id: <id> группы действий id: <id> подпроект path: D:\ZP\02 На заказ\Регистрация,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: http://wlb-promo.local/5x-product-check, Regex: Все\s+то",1,1
pro,Выполнение действия Table id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс н,1,1
pro,Executing the ProjectInProject action id: <id> action group id: <id> Failed to process,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> Value cannot be null,1,1
pro,Running the WebBrowserTabManagment action id: <id> action group id: <id> Tab popup is not found in instance. Instance <n>:<n>.0.0.1 | System,1,1
pro,Выполнение действия VariableOperations id: <id> группы действий id: <id> Значение для увеличения не может быть приведено к числовому | Syste,1,1
pro,Выполнение действия Db id: <id> группы действий id: <id> Incorrect date value: '' for column 'datePublic' at row 1 | MySql.Data.MySqlClient.,1,1
pro,Выполнение действия CSharp OwnCode: Workbench. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.T,1,1
pro,Выполнение действия WebBrowserTab id: <id> группы действий id: <id> Не нашли активную вкладку в инстансе. Инстанс 0: | System.Exception: Не ,1,1
pro,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 0] Exit by red branch: table 'parse_promo' not f,1,1
pro,Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Ошибка обращения к Instance.ActivateExtension | System.Exception:,1,1
pro,Выполнение действия CSharp OwnCode: Поиск на dzen.ru. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thre,1,1
pro,"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tsugaike.nippon-ski.com/ja/customer/account/, Regex: 名義人\",1,1
pro,Выполнение действия CSharp OwnCode: Parser-get. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.,1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'ID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'ID',1,1
pro,执行动作C#自定义代码: Join Today.id: <id> 动作组 id: <id> Server Error (ExecuteJS): TypeError: Cannot read properties of null (reading 'click'),1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'CCID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'C,1,1
pro,执行动作 Db id: <id> 在动作组中: <id> Unknown column 'info' in 'field list' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'inf,1,1
pro,执行动作C#自定义代码: 检查元素.id: <id> 动作组 id: <id> Server Error (ElementIsExists): element not exists | System.Exception: Server Error (ElementIsExists,1,1
pro,"执行动作C#自定义代码: 按名称激活Aarp.id: <id> 动作组 id: <id> Server Error (ActivatePageByName): Page by name: ""aarp"" is not found | System.Exception: Server",1,1
pro,执行动作C#自定义代码: 连接到浏览器.id: <id> 动作组 id: <id> 'ZennoLab.JXParser.JsonDynamic' does not contain a definition for 'data' | Microsoft.CSharp.Runtim,1,1
pro,"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1",1,1
pro,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: 73",1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: fgfgfg",1,1
pro,Подпроект gg. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий,1,1
pro,Подпроект newAccs. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Ро,1,1
pro,Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: G:\Інші комп’ютери\Мій ноутбук\Нова пап,1,1
pro,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Ошибка обращения к Instance.NewTab | System.Exception: Ошибка ,1,1
pro,Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\scripts\replace_images_key.bat действия id: <id> группы действий ,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: <n>; Column: 0] Phone not found in record | System.Exception: Phone not,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: 12; Column: 0] No file or email | System.Exception: No file or email,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: CurrentEmail | ZennoLab.TemplateManipulator.V4.Helpers.Inva,1,1
pro,Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: FoundRecord | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1
pro,"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\z",1,1
pro,Выполнение действия Directory id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1
pro,Выполнение действия HtmlElement id: <id> группы действий id: <id> Перед Drop должен быть Drag | System.Exception: Перед Drop должен быть Dra,1,1
pro,Выполнение действия CSharp OwnCode: Загрузим на сервер. id: <id> группы действий id: <id> [Строка: 9; Cтолбец: 0] Файл не найден: Скриншоты\,1,1
pro,Подпроект humanEmulation. Выполнение действия Emulation id: <id> группы действий id: <id> подпроект path: C:\soft\ZennoPoster\Accounts\human,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://yandex.ru/search/?text=1win+вакансии&clid=<n>&lr",1,1
pro,Выполнение действия Random id: <id> группы действий id: <id> No such variable: t | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableEx,1,1
pro,Подпроект reg_yandex. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Zennoposte,1,1
pro,Подпроект readability_example. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Z,1,1
pro,Подпроект yandex_search_get_content. Парсинг страницы действия id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Docu,1,1
pro,Выполнение действия CSharp OwnCode: Exc. id: <id> группы действий id: <id> [Строка: 1; Cтолбец: 0] Кончились ссылки | System.Exception: Конч,1,1
pro,Выполнение действия CSharp OwnCode: Заполнение аватарки. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 0] Не нашел аватар | Syste,1,1
pro,Выполнение действия CSharp OwnCode: Восстановление из БЕКАПА. id: <id> группы действий id: <id> [Строка: 19; Cтолбец: 0] ❌ Бэкап не найден: ,1,1
pro,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Не найдены cookies для загрузки. | System.Exception: Не найдены coo,1,1
pro,Выполнение действия CSharp OwnCode: Skip. id: <id> группы действий id: <id> [Строка: 82; Cтолбец: 4] Ошибка клика по Skip | System.Exception,1,1
pro,"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://grok.com/imagine, Regex: Type\s+to\s+imagine",1,1
pro,Выполнение действия List id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс на,1,1
pro,Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeExcepti,1,1
pro,Выполнение действия TextProcessing id: <id> группы действий id: <id> Ошибка при обработке текста,1,1
pro,Выполнение действия TextProcessing id: <id> группы действий id: <id> No such variable: https:\/\/account | ZennoLab.TemplateManipulator.V4.H,1,1
